"id","name","nickname","userId","image","groupUserId","label","objectType"
32103036,"Classic","MrsClassic","0003e89c8f3a81fe4f3b8ef3cfef8eb33aae","http://image13.beso-images.com/beso/personas/32103036_10.jpg","000362d4ab33ac9249fc84b0705b69b8c499","Theory, Reiss, Club Monaco","ACCOUNT"
32102707,"Polished Casual","PolishedCasual","0003493035b612a04df7944cdd9b2e210e7a","http://image10.beso-images.com/beso/personas/32102707_10.jpg","0003434ed6f2fe444c738da4dd1477cce083","J Brand, Madewell, Vince","ACCOUNT"
32103408,"Preppy","MrsPreppy","0003ede96731bf484393bd5a0068f5e2fe07","http://image14.beso-images.com/beso/personas/32103408_10.jpg","0003f7b299e100e443dfa1f9bbc91e0902c8","J. Crew, Chance, Lands' End Canvas","ACCOUNT"
32103003,"Romantic Feminine","RomanticFeminine","00032d42a6ed91214ba0b34d1cefddee6c01","http://image12.beso-images.com/beso/personas/32103003_10.jpg","00033e78ad9d239f41d5a0da087b6c8a6ed6","Temperley, Diane von Furstenberg, Milly","ACCOUNT"
32103526,"Glam","MrsGlam","0003a83d9466a6d24f0c971bcd90701af1b3","http://image12.beso-images.com/beso/personas/32103526_10.jpg","00033f68501042c64c188e6fec78a4ec322e","Herve Leger, Dolce & Gabanna, Forever 21","ACCOUNT"
32103422,"Bohemian","MrsBohemian","0003ee0084197a5c46bd9ec70684ace241dd","http://image10.beso-images.com/beso/personas/32103422_10.jpg","000329f8aebc8eb74756bfffe8380a33202c","Free People, Isabel Marant, Antik Batik","ACCOUNT"
32103515,"Rocker","MrsRocker","0003806bcd73a99c4c2691b5e08f1943eaa5","http://image11.beso-images.com/beso/personas/32103515_10.jpg","0003c9b5560e3545462a977c55d3d4ab144b","Rick Owens, Allsaints Spitalfields, Cheap Monday","ACCOUNT"
32102957,"Avant Garde","Elisssseeeeeeee","0003273fa50e69ea44589fda79998c39187a","http://image11.beso-images.com/beso/personas/32102957_10.jpg","0003141587cc3c3e48c28639f2880978b048","Suno, Zara, A Detacher","ACCOUNT"
32104071,"Beauty","BeautyBeso","0003c2b3b70add554291b90c2fa4080515dc","http://image10.beso-images.com/beso/personas/32104071_10.jpg","0003db7bc8c542f34137834075c9aac8bb24","Nars, Bobbi Brown, Aveda","ACCOUNT"
